conversation_id,tweet_id,original_text,normalized_text,cluster_id
conv_AppleSupport_2552415,2552415,@AppleSupport why add a do not disturb option for driving but then make podcasts stop after each episode making you have to open your phone to start a new one each time?!,<USER> why add a do not disturb option for driving but then make podcasts stop after each episode making you have to open your phone to start a new one each time?!,5
conv_AppleSupport_1763029,1763029,"Dear @AppleSupport, the keyboard is trippin’ with the I️ and it’s seriously impacting my social day. SOS! ⚠️⚠️ #applebug","Dear <USER>, the keyboard is trippin’ with the I️ and it’s seriously impacting my social day. SOS! ⚠️⚠️ #applebug",0
conv_AppleSupport_988411,988411,.@115858 my iPad and iPhone keep freezing up. What could the issue be?  Software is up to date.  A virus maybe?,.<USER> my iPad and iPhone keep freezing up. What could the issue be? Software is up to date. A virus maybe?,1
conv_AppleSupport_430783,430783,Hi @AppleSupport. There seems to be a bug in my MacBook pro. Literally. #applebug #mac https://t.co/n4toSTtFvB,Hi <USER>. There seems to be a bug in my MacBook pro. Literally. #applebug #mac <URL>,5
conv_AppleSupport_2589699,2589699,@115858 why everytime I pull down my screen to text it exit out?! Fix it!!!,<USER> why everytime I pull down my screen to text it exit out?! Fix it!!!,0
conv_AppleSupport_1007105,1007105,@AppleSupport sisters phone having texting issues after the update. Texts are coming from her Apple ID email. Phone # not receiving texts,<USER> sisters phone having texting issues after the update. Texts are coming from her Apple ID email. Phone # not receiving texts,6
conv_AppleSupport_1162142,1162142,@AppleSupport why can’t I use a vpn on safari after the most recent update? I have 2 take it off to use it????,<USER> why can’t I use a vpn on safari after the most recent update? I have 2 take it off to use it????,5
conv_AppleSupport_2436009,2436009,I’ve lost 30% of my battery power in the last 20 mins. Any ideas on how to stop this happening please @AppleSupport,I’ve lost 30% of my battery power in the last 20 mins. Any ideas on how to stop this happening please <USER>,1
conv_AppleSupport_2455375,2455375,"@AppleSupport My phone keeps saying I’m using the wrong password when signing into my WiFi, but I’m not, I even copied and pasted the password. it’s been like this for a few day now, what’s wrong ?","<USER> My phone keeps saying I’m using the wrong password when signing into my WiFi, but I’m not, I even copied and pasted the password. it’s been like this for a few day now, what’s wrong ?",2
conv_AppleSupport_2698043,2698043,"@AppleSupport Could you please throw some light .. I have almost 4 GB space but still it is showing iPhone storage full. Why? I won’t be able to take any photo etc . It is so annoying, in a month there are 2 iOS software updates which makes  phone slow  . https://t.co/KO0hoLJ7TP","<USER> Could you please throw some light .. I have almost 4 GB space but still it is showing iPhone storage full. Why? I won’t be able to take any photo etc . It is so annoying, in a month there are 2 iOS software updates which makes phone slow . <URL>",2
conv_AppleSupport_2366140,2366140,My #Mac is broken AGAIN 🤬🤬🤬 not one good experience with this machine!!! @AppleSupport,My #Mac is broken AGAIN 🤬🤬🤬 not one good experience with this machine!!! <USER>,5
conv_AppleSupport_49195,49195,Lol @115858 can you please fix this bug or whatever that is impacting our phones. Sincerely @126992 and I️,Lol <USER> can you please fix this bug or whatever that is impacting our phones. Sincerely <USER> and I️,2
conv_AppleSupport_2974489,2974489,"Is there a way to downgrade my iPhone 6 back to iOS 10? 

It upgraded to 11 against my wishes and is now basically unusable.  

Hey @115858 #iOS11 sucks.",Is there a way to downgrade my iPhone 6 back to iOS 10? It upgraded to 11 against my wishes and is now basically unusable. Hey <USER> #iOS11 sucks.,3
conv_AppleSupport_2434652,2434652,@115858 your latest IOS update is shit.  It’s killing my battery.  Why don’t you fix this?,<USER> your latest IOS update is shit. It’s killing my battery. Why don’t you fix this?,1
conv_AppleSupport_1648349,1648349,Y’all I️ need this update to not mess up my phone everything has question marks 🤨🧐 @AppleSupport,Y’all I️ need this update to not mess up my phone everything has question marks 🤨🧐 <USER>,6
conv_AppleSupport_1970961,1970961,"@AppleSupport @115858  After iOS 11, autocorrect has gone crazy w/ misplaced initial caps - often in middle of setences. Can you dial back?","<USER> <USER> After iOS 11, autocorrect has gone crazy w/ misplaced initial caps - often in middle of setences. Can you dial back?",3
conv_AppleSupport_2616593,2616593,@115858 your update made my phone slow,<USER> your update made my phone slow,6
conv_AppleSupport_1980964,1980964,Thinking of renaming my #iPad to #DrainPad after #iOS11 (point oh 3) .  It goes from 100 to 50 in under an hour. @AppleSupport,Thinking of renaming my #iPad to #DrainPad after #iOS11 (point oh 3) . It goes from 100 to 50 in under an hour. <USER>,1
conv_AppleSupport_2014990,2014990,"@AppleSupport currently running 11.1 and I️ have this glitch. When will this be fixed. Serious, after 10 generations you mess up a keyboard?","<USER> currently running 11.1 and I️ have this glitch. When will this be fixed. Serious, after 10 generations you mess up a keyboard?",0
conv_AppleSupport_1765933,1765933,@AppleSupport what is up with every time “I️” is typed I️ see this I️???,<USER> what is up with every time “I️” is typed I️ see this I️???,0
conv_AppleSupport_245260,245260,@115858 not liking the new update. Phone is acting wacky!,<USER> not liking the new update. Phone is acting wacky!,6
conv_AppleSupport_1822910,1822910,I’ve never heard a @115858 employee be so disrespectful on the phone or refuse to help and then hang up the phone,I’ve never heard a <USER> employee be so disrespectful on the phone or refuse to help and then hang up the phone,2
conv_AppleSupport_23127,23127,@AppleSupport can I get any help on here?? Or is this not a support account at all?,<USER> can I get any help on here?? Or is this not a support account at all?,7
conv_AppleSupport_1769335,1769335,Okay @115858 I’ve been ignoring this I️ but it’s annoying now. Can y’all fix it?... come on fam https://t.co/utsbnRPk21,Okay <USER> I’ve been ignoring this I️ but it’s annoying now. Can y’all fix it?... come on fam <URL>,7
conv_AppleSupport_1771546,1771546,@115858 why is the “I️” freaking out with this new update?,<USER> why is the “I️” freaking out with this new update?,0
conv_AppleSupport_42651,42651,@AppleSupport Just wanted to report poor battery life on iPhone 6S following iOS 11.1 update yesterday. Phone also running warmer.,<USER> Just wanted to report poor battery life on iPhone 6S following iOS 11.1 update yesterday. Phone also running warmer.,1
conv_AppleSupport_1931787,1931787,@AppleSupport what did y’all do ? Why my phone keep correcting “it” to “I.T “ it’s mad annoying,<USER> what did y’all do ? Why my phone keep correcting “it” to “I.T “ it’s mad annoying,0
conv_AppleSupport_294912,294912,"@AppleSupport @115858 #ios1102 Problems: draining battery like hell, Constantly Iphone and keyboard freezing, APPS crashing... etc ... HELP!","<USER> <USER> #ios1102 Problems: draining battery like hell, Constantly Iphone and keyboard freezing, APPS crashing... etc ... HELP!",1
conv_AppleSupport_784116,784116,"Watch LTE, post patch and 1/2 the time I’m see the dreaded red X.  Ugh!First apple product I may return.  @307140 @AppleSupport","Watch LTE, post patch and 1/2 the time I’m see the dreaded red X. Ugh!First apple product I may return. <USER> <USER>",5
conv_AppleSupport_1509969,1509969,@AppleSupport Hi! Would charging iPhone X with a 29-watt fast charger every time reduce the long term battery health V 12w or 5w chargers?,<USER> Hi! Would charging iPhone X with a 29-watt fast charger every time reduce the long term battery health V 12w or 5w chargers?,1
conv_AppleSupport_2068583,2068583,@AppleSupport ever since the latest software update my phone battery doesn’t last 8 hours on my iPhone 7. Any fix out yet???,<USER> ever since the latest software update my phone battery doesn’t last 8 hours on my iPhone 7. Any fix out yet???,1
conv_AppleSupport_750046,750046,Was excited to sleep in this weekend then I️ realized I️ have a Saturday class &amp; need to be up at 7:30AM https://t.co/ad40bPLqTB,Was excited to sleep in this weekend then I️ realized I️ have a Saturday class &amp; need to be up at 7:30AM <URL>,7
conv_AppleSupport_2308502,2308502,@AppleSupport help my phone won’t change out of military time LMFAOOO,<USER> help my phone won’t change out of military time LMFAOOO,2
conv_AppleSupport_277472,277472,@AppleSupport my mms isn’t working from Mac to iPhone using OS high Sierra,<USER> my mms isn’t working from Mac to iPhone using OS high Sierra,5
conv_AppleSupport_2283272,2283272,"2 wks since iOS update. Over this. Ready to shop for a new smartphone entirely. Any update to fix my sluggish, terrible phone @applesupport?","2 wks since iOS update. Over this. Ready to shop for a new smartphone entirely. Any update to fix my sluggish, terrible phone <USER>?",6
conv_AppleSupport_1617875,1617875,Me too! So annoying! @AppleSupport https://t.co/kmsbHNpU8O,Me too! So annoying! <USER> <URL>,7
conv_AppleSupport_854598,854598,@AppleSupport need support for iPhone (not working).  case: 100327834514  can someone chat or FaceTime me?,<USER> need support for iPhone (not working). case: 100327834514 can someone chat or FaceTime me?,2
conv_AppleSupport_1967183,1967183,What IOS 11 has done to my iPhone battery. It’s 925 and I have 42% battery left . Wow @AppleSupport https://t.co/igRsVckDhG,What IOS 11 has done to my iPhone battery. It’s 925 and I have 42% battery left . Wow <USER> <URL>,1
conv_AppleSupport_2080829,2080829,Sooo @AppleSupport What are you guys doing to fix the mess that is iOS 11? Constant probs w/ multiple apps and stops &amp; stalls at every turn.,Sooo <USER> What are you guys doing to fix the mess that is iOS 11? Constant probs w/ multiple apps and stops &amp; stalls at every turn.,3
conv_AppleSupport_895152,895152,Friday night. Still mourning iOS 10.3.3. RIP battery life and Touch ID. Welcome sentient bluetooth @AppleSupport #ios11update,Friday night. Still mourning iOS 10.3.3. RIP battery life and Touch ID. Welcome sentient bluetooth <USER> #ios11update,1
conv_AppleSupport_1786613,1786613,@AppleSupport is there an email address that you could send me regarding a big complaint about a certain app developer?,<USER> is there an email address that you could send me regarding a big complaint about a certain app developer?,4
conv_AppleSupport_2039942,2039942,"@AppleSupport I'm thinking of buying an iPhone and I was wondering if watching shows I've downloaded from iTunes, on the iphone is possible?","<USER> I'm thinking of buying an iPhone and I was wondering if watching shows I've downloaded from iTunes, on the iphone is possible?",4
conv_AppleSupport_1765125,1765125,Hey @AppleSupport figure out what the fuck is going on and why I️ can’t type I️,Hey <USER> figure out what the fuck is going on and why I️ can’t type I️,0
conv_AppleSupport_1650187,1650187,Guess I️ get to watch 2 episodes of the @318653 today. @66612 @66613 @27726,Guess I️ get to watch 2 episodes of the <USER> today. <USER> <USER> <USER>,7
